"Tag_ID","Release_FK","Scan_date_time","Hex_tag_ID","Dec_tag_ID","Length","Notes","Release_date_time","Release_location","Capture_location","Capture_method","Species","Hatchery_status","Release_type","N_char"
37929,283,2024-05-28 11:53:44,"3DD.0078D1687C","989.002026989692",83,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37930,283,2024-05-28 12:06:51,"3DD.0078D1687D","989.002026989693",88,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37931,283,2024-05-28 12:08:09,"3DD.0078D1687E","989.002026989694",93,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37932,283,2024-05-28 12:21:42,"3DD.0078D1687F","989.002026989695",78,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37933,283,2024-05-28 12:03:36,"3DD.0078D16880","989.002026989696",93,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37934,283,2024-05-28 12:35:27,"3DD.0078D16881","989.002026989697",82,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37935,283,2024-05-28 12:21:00,"3DD.0078D16882","989.002026989698",81,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37936,283,2024-05-28 12:34:29,"3DD.0078D16883","989.002026989699",94,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37937,283,2024-05-28 12:09:08,"3DD.0078D16884","989.0020269897",83,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",14
37938,283,2024-05-28 12:04:02,"3DD.0078D16885","989.002026989701",84,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37939,283,2024-05-28 12:15:28,"3DD.0078D16886","989.002026989702",98,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37940,283,2024-05-28 12:09:32,"3DD.0078D16887","989.002026989703",92,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37941,283,2024-05-28 11:51:35,"3DD.0078D16888","989.002026989704",86,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37942,283,2024-05-28 11:58:01,"3DD.0078D16889","989.002026989705",67,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37943,283,2024-05-28 12:06:20,"3DD.0078D1688A","989.002026989706",94,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37944,283,2024-05-28 12:14:58,"3DD.0078D1688B","989.002026989707",95,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37945,283,2024-05-28 12:12:58,"3DD.0078D1688C","989.002026989708",90,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37946,283,2024-05-28 12:27:15,"3DD.0078D1688D","989.002026989709",89,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37947,283,2024-05-28 12:11:21,"3DD.0078D1688E","989.00202698971",90,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",15
37948,283,2024-05-28 12:29:09,"3DD.0078D1688F","989.002026989711",93,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37949,283,2024-05-28 12:14:31,"3DD.0078D16890","989.002026989712",80,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37950,283,2024-05-28 11:57:06,"3DD.0078D16891","989.002026989713",90,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37951,283,2024-05-28 12:37:18,"3DD.0078D16892","989.002026989714",93,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37952,283,2024-05-28 12:28:35,"3DD.0078D16893","989.002026989715",83,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37953,283,2024-05-28 11:51:10,"3DD.0078D16894","989.002026989716",93,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37954,283,2024-05-28 11:55:45,"3DD.0078D16895","989.002026989717",81,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37955,283,2024-05-28 12:16:21,"3DD.0078D16896","989.002026989718",85,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37956,283,2024-05-28 12:30:08,"3DD.0078D16897","989.002026989719",105,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37957,283,2024-05-28 12:17:07,"3DD.0078D16898","989.00202698972",75,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",15
37958,283,2024-05-28 12:28:06,"3DD.0078D16899","989.002026989721",78,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37959,283,2024-05-28 11:54:58,"3DD.0078D1689A","989.002026989722",98,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37960,283,2024-05-28 11:58:48,"3DD.0078D1689B","989.002026989723",72,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37961,283,2024-05-28 12:14:08,"3DD.0078D1689C","989.002026989724",86,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37962,283,2024-05-28 11:54:08,"3DD.0078D1689D","989.002026989725",79,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37963,283,2024-05-28 11:45:08,"3DD.0078D1689E","989.002026989726",69,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37964,283,2024-05-28 11:44:34,"3DD.0078D1689F","989.002026989727",79,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37965,283,2024-05-28 11:56:14,"3DD.0078D168A0","989.002026989728",90,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37966,283,2024-05-28 12:10:54,"3DD.0078D168A1","989.002026989729",85,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37967,283,2024-05-28 11:52:54,"3DD.0078D168A2","989.00202698973",89,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",15
37968,283,2024-05-28 12:18:36,"3DD.0078D168A3","989.002026989731",82,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37969,283,2024-05-28 12:19:51,"3DD.0078D168A4","989.002026989732",68,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37970,283,2024-05-28 11:47:10,"3DD.0078D168A5","989.002026989733",91,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37971,283,2024-05-28 12:04:36,"3DD.0078D168A6","989.002026989734",99,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37972,283,2024-05-28 12:20:12,"3DD.0078D168A7","989.002026989735",80,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37973,283,2024-05-28 12:38:56,"3DD.0078D168A8","989.002026989736",80,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37974,283,2024-05-28 12:41:26,"3DD.0078D168A9","989.002026989737",65,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37975,283,2024-05-28 12:55:11,"3DD.0078D168AA","989.002026989738",92,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37976,283,2024-05-28 13:28:35,"3DD.0078D168AB","989.002026989739",79,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37977,283,2024-05-28 12:42:43,"3DD.0078D168AC","989.00202698974",91,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",15
37978,283,2024-05-28 13:16:15,"3DD.0078D168AD","989.002026989741",66,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37979,283,2024-05-28 13:31:33,"3DD.0078D168AE","989.002026989742",77,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37980,283,2024-05-28 12:38:34,"3DD.0078D168AF","989.002026989743",86,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37981,283,2024-05-28 13:04:25,"3DD.0078D168B0","989.002026989744",84,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37982,283,2024-05-28 12:50:03,"3DD.0078D168B1","989.002026989745",94,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37983,283,2024-05-28 13:13:39,"3DD.0078D168B2","989.002026989746",83,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37984,283,2024-05-28 13:31:09,"3DD.0078D168B3","989.002026989747",86,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37985,283,2024-05-28 13:01:10,"3DD.0078D168B4","989.002026989748",93,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37986,283,2024-05-28 13:00:27,"3DD.0078D168B5","989.002026989749",88,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37987,283,2024-05-28 12:52:37,"3DD.0078D168B6","989.00202698975",89,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",15
37988,283,2024-05-28 13:04:04,"3DD.0078D168B7","989.002026989751",78,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37989,283,2024-05-28 13:09:15,"3DD.0078D168B8","989.002026989752",76,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37990,283,2024-05-28 12:59:17,"3DD.0078D168B9","989.002026989753",78,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37991,283,2024-05-28 13:03:17,"3DD.0078D168BA","989.002026989754",87,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37992,283,2024-05-28 12:50:45,"3DD.0078D168BB","989.002026989755",94,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37993,283,2024-05-28 13:02:26,"3DD.0078D168BC","989.002026989756",86,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37994,283,2024-05-28 12:44:21,"3DD.0078D168BD","989.002026989757",71,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37995,283,2024-05-28 13:17:01,"3DD.0078D168BE","989.002026989758",80,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37996,283,2024-05-28 12:49:38,"3DD.0078D168BF","989.002026989759",86,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37997,283,2024-05-28 13:29:06,"3DD.0078D168C0","989.00202698976",63,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",15
37998,283,2024-05-28 12:55:41,"3DD.0078D168C1","989.002026989761",85,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
37999,283,2024-05-28 13:06:00,"3DD.0078D168C2","989.002026989762",81,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38000,283,2024-05-28 12:44:47,"3DD.0078D168C3","989.002026989763",65,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38001,283,2024-05-28 12:53:43,"3DD.0078D168C4","989.002026989764",75,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38002,283,2024-05-28 13:05:09,"3DD.0078D168C5","989.002026989765",83,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38003,283,2024-05-28 12:54:48,"3DD.0078D168C6","989.002026989766",81,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38004,283,2024-05-28 12:42:15,"3DD.0078D168C7","989.002026989767",85,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38005,283,2024-05-28 12:56:57,"3DD.0078D168C8","989.002026989768",91,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38006,283,2024-05-28 12:56:10,"3DD.0078D168C9","989.002026989769",87,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38007,283,2024-05-28 13:03:42,"3DD.0078D168CA","989.00202698977",83,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",15
38008,283,2024-05-28 13:05:31,"3DD.0078D168CB","989.002026989771",75,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38009,283,2024-05-28 12:39:47,"3DD.0078D168CC","989.002026989772",87,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38010,283,2024-05-28 13:30:45,"3DD.0078D168CD","989.002026989773",81,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38011,283,2024-05-28 13:29:58,"3DD.0078D168CE","989.002026989774",80,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38012,283,2024-05-28 13:27:39,"3DD.0078D168CF","989.002026989775",NA,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38013,283,2024-05-28 13:18:08,"3DD.0078D168D0","989.002026989776",88,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38014,283,2024-05-28 12:51:21,"3DD.0078D168D1","989.002026989777",84,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38015,283,2024-05-28 13:15:28,"3DD.0078D168D2","989.002026989778",66,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38016,283,2024-05-28 13:14:40,"3DD.0078D168D3","989.002026989779",76,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38017,283,2024-05-28 12:49:09,"3DD.0078D168D4","989.00202698978",95,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",15
38018,283,2024-05-28 12:41:52,"3DD.0078D168D5","989.002026989781",60,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38019,283,2024-05-28 13:26:57,"3DD.0078D168D6","989.002026989782",83,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38020,283,2024-05-28 13:06:47,"3DD.0078D168D7","989.002026989783",77,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38021,283,2024-05-28 13:12:26,"3DD.0078D168D8","989.002026989784",74,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38022,283,2024-05-28 13:00:05,"3DD.0078D168D9","989.002026989785",88,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38023,283,2024-05-28 13:28:06,"3DD.0078D168DA","989.002026989786",93,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38024,283,2024-05-28 13:08:33,"3DD.0078D168DB","989.002026989787",90,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38025,283,2024-05-28 13:17:23,"3DD.0078D168DC","989.002026989788",84,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38026,283,2024-05-28 13:25:20,"3DD.0078D168DD","989.002026989789",76,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38027,283,2024-05-28 13:18:30,"3DD.0078D168DE","989.00202698979",68,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",15
38028,283,2024-05-28 12:56:34,"3DD.0078D168DF","989.002026989791",72,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38029,283,2024-05-28 12:39:21,"3DD.0078D168E0","989.002026989792",78,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38030,283,2024-05-28 13:26:33,"3DD.0078D168E1","989.002026989793",79,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38031,283,2024-05-28 13:27:19,"3DD.0078D168E2","989.002026989794",93,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38032,283,2024-05-28 12:58:29,"3DD.0078D168E3","989.002026989795",89,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38033,283,2024-05-28 13:01:54,"3DD.0078D168E4","989.002026989796",90,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38034,283,2024-05-28 13:25:42,"3DD.0078D168E5","989.002026989797",80,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38035,283,2024-05-28 13:29:32,"3DD.0078D168E6","989.002026989798",95,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38036,283,2024-05-28 13:12:01,"3DD.0078D168E7","989.002026989799",64,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38037,283,2024-05-28 13:01:31,"3DD.0078D168E8","989.0020269898",91,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",14
38038,283,2024-05-28 12:52:10,"3DD.0078D168E9","989.002026989801",91,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38039,283,2024-05-28 12:40:12,"3DD.0078D168EA","989.002026989802",92,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38040,283,2024-05-28 13:17:46,"3DD.0078D168EB","989.002026989803",76,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38041,283,2024-05-28 12:58:05,"3DD.0078D168EC","989.002026989804",79,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38042,283,2024-05-28 13:10:12,"3DD.0078D168ED","989.002026989805",96,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38043,283,2024-05-28 13:30:22,"3DD.0078D168EE","989.002026989806",67,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38044,283,2024-05-28 13:31:56,"3DD.0078D168EF","989.002026989807",84,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38045,283,2024-05-28 12:53:01,"3DD.0078D168F0","989.002026989808",92,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38046,283,2024-05-28 12:59:44,"3DD.0078D168F1","989.002026989809",67,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38047,283,2024-05-28 13:11:30,"3DD.0078D168F2","989.00202698981",73,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",15
38048,283,2024-05-28 13:11:09,"3DD.0078D168F3","989.002026989811",85,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38049,283,2024-05-28 12:57:43,"3DD.0078D168F4","989.002026989812",94,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38050,283,2024-05-28 13:10:39,"3DD.0078D168F5","989.002026989813",81,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38051,283,2024-05-28 13:26:06,"3DD.0078D168F6","989.002026989814",81,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38052,283,2024-05-28 13:07:34,"3DD.0078D168F7","989.002026989815",76,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38053,283,2024-05-28 12:40:37,"3DD.0078D168F8","989.002026989816",92,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38054,283,2024-05-28 12:43:30,"3DD.0078D168F9","989.002026989817",76,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38055,283,2024-05-28 13:07:10,"3DD.0078D168FA","989.002026989818",94,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38056,283,2024-05-28 13:15:51,"3DD.0078D168FB","989.002026989819",80,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38057,283,2024-05-28 13:08:07,"3DD.0078D168FC","989.00202698982",76,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",15
38058,283,2024-05-28 13:15:03,"3DD.0078D168FD","989.002026989821",88,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38059,283,2024-05-28 13:12:49,"3DD.0078D168FE","989.002026989822",87,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
38060,283,2024-05-28 12:53:22,"3DD.0078D168FF","989.002026989823",72,NA,2024-05-29 20:18:00,"WDFW Screw Trap","Soos Creek Hatchery","Hatchery","Chinook","Hatchery origin","Experimental",16
